area,low,high,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,label
1.199983215,5.041563246,6.947832306,45,31,16,4,2,0,0,0,0,0,33,25,14,13,10,2,1,1,1,0,0
2.109964401,6.222051641,7.128928519,33,28,19,13,4,2,0,1,0,0,33,24,20,9,5,5,3,0,1,0,0
2.627025093,7.209838632,8.041577147,31,24,20,11,8,4,0,0,0,1,28,21,19,16,8,3,2,3,0,0,0
1.643812607,6.167597369,7.50241895,32,26,27,9,3,2,0,0,0,0,27,25,16,15,10,4,3,0,0,0,0
1.520722757,6.096878096,7.238680142,37,30,19,8,3,0,0,1,1,0,27,30,16,16,5,3,2,0,1,0,0
0.883942746,4.406897065,5.326776348,49,32,13,4,0,0,1,0,0,1,41,30,18,7,0,2,0,0,1,0,0
0.365689718,2.595227044,3.749872983,69,24,7,0,0,0,0,0,0,0,60,22,13,4,1,0,0,0,0,0,0
0.259908602,3.025674609,3.719190819,63,25,10,2,0,0,0,0,0,0,59,22,13,3,3,0,0,0,0,0,0
0.483614306,3.744505629,3.475485925,56,33,7,2,0,0,0,1,0,0,60,30,6,3,1,0,0,0,0,0,0
1.22770601,5.5205074,6.981081251,42,29,18,4,3,1,1,0,0,0,33,26,16,9,8,4,1,1,2,0,0
1.264765505,5.753305099,7.292510613,42,35,14,4,2,1,0,0,0,0,31,24,23,7,7,4,1,1,0,1,0
1.903398601,6.306948529,7.12405943,44,25,10,8,8,2,1,0,0,0,33,23,17,13,7,3,2,1,1,0,0
3.583080322,8.362422755,9.368580424,28,22,13,13,13,7,3,1,0,0,27,18,12,15,9,10,5,2,2,0,0
2.243410787,6.53625928,8.30513157,30,37,17,8,5,0,1,0,0,0,24,20,27,10,12,3,2,0,0,0,0
1.555365167,4.560727251,6.428573839,45,28,22,4,0,1,0,0,0,0,31,25,21,14,6,3,0,0,0,0,0
1.071483575,3.787803949,5.329537376,54,30,12,3,1,0,0,0,0,0,40,26,19,11,4,0,0,0,0,0,0
0.403787176,2.920284255,3.780858533,60,31,8,1,0,0,0,0,0,0,59,22,15,4,0,0,0,0,0,0,0
0.292615219,3.332413551,4.621473638,56,31,11,2,0,0,0,0,0,0,40,36,16,7,0,1,0,0,0,0,0
0.355363475,3.982578725,5.184759669,53,38,5,2,0,0,0,0,1,0,40,34,17,5,2,0,0,0,0,0,0
1.154321479,5.304081462,6.502724586,44,34,10,6,4,0,0,0,0,0,38,23,13,12,10,2,1,0,1,0,0
1.26362982,5.091104929,6.124710591,46,28,16,6,2,0,0,0,0,0,38,23,16,15,6,2,0,0,0,0,0
2.095341053,5.680722353,7.166358071,34,35,15,11,5,0,0,0,0,0,28,26,16,17,7,4,2,0,0,0,0
2.690981784,6.697652304,8.711126781,38,19,19,12,6,3,3,0,0,0,22,22,22,13,8,10,1,1,1,0,0
1.860774385,5.517699417,7.754811789,37,24,27,8,3,1,0,0,0,0,23,24,26,15,6,1,4,0,1,0,0
1.499161068,4.846646556,5.760070272,48,30,17,1,0,0,1,2,1,0,33,30,20,13,4,0,0,0,0,0,0
0.891092247,4.351993541,5.37253196,54,30,13,1,0,0,0,0,0,0,40,29,22,7,0,0,0,1,1,0,0
0.373323161,2.973842306,3.411031294,62,30,7,1,0,0,0,0,0,0,53,38,8,1,0,0,0,0,0,0,0
0.267196146,3.386565099,3.771706641,61,25,11,2,1,0,0,0,0,0,53,31,9,5,1,1,0,0,0,0,0
0.414559973,3.567304146,4.443918853,51,38,10,1,0,0,0,0,0,0,39,37,20,3,1,0,0,0,0,0,0
1.549747112,6.68673343,8.355334838,34,32,24,5,1,0,0,0,1,0,30,28,17,13,7,1,0,0,0,0,0
1.44000597,4.530838393,6.032234298,47,33,13,4,1,1,1,0,0,0,32,33,16,14,4,0,1,0,0,0,0
2.00030916,5.957768449,7.177505713,26,36,20,13,4,1,0,0,0,0,26,31,16,14,7,5,0,1,0,0,0
3.053843027,7.568356833,9.245674331,27,23,19,15,10,3,2,1,0,0,22,22,18,12,12,8,2,1,0,3,0
3.03586181,5.192449501,8.753971743,46,19,17,16,2,0,0,0,0,0,24,25,23,11,5,8,1,1,0,0,0
1.733429582,4.909795187,5.951248054,47,33,11,4,2,1,0,0,1,0,33,34,15,10,4,3,0,1,0,0,0
1.076982227,4.428847767,5.443572935,42,39,15,3,1,0,0,0,0,0,33,33,20,13,1,0,0,0,0,0,0
0.466283944,3.378833094,4.480142465,57,34,6,1,2,0,0,0,0,0,47,30,14,7,2,0,0,0,0,0,0
0.23122169,2.810056973,3.169608286,64,31,5,0,0,0,0,0,0,0,59,30,10,1,0,0,0,0,0,0,0
0.480964644,4.077939874,3.946729677,60,28,6,4,0,0,0,0,0,0,53,29,10,8,0,0,0,0,0,0,0
2.110324391,4.826329981,8.521625496,49,28,17,2,1,0,0,0,1,0,31,30,18,12,3,2,0,0,0,0,0
1.638115592,6.073602118,8.237253955,48,22,17,6,3,0,0,0,0,0,29,31,16,8,8,2,2,1,0,0,0
2.046549732,6.488717649,6.559653756,33,25,19,12,7,3,1,0,0,0,32,30,15,11,6,4,1,1,0,0,0
2.794548459,8.313576324,8.541434647,23,23,19,20,8,4,0,1,0,1,25,21,16,17,10,5,4,1,1,0,0
1.739318883,6.789472785,7.525729771,41,27,14,11,4,1,0,0,0,0,35,23,11,16,7,6,0,0,0,0,0
1.683930915,4.101684107,5.784588352,51,28,13,7,1,0,0,0,0,0,42,25,20,7,2,1,1,0,1,0,0
0.859847208,3.819445239,4.920649524,54,32,12,1,0,1,0,0,0,0,37,32,23,8,0,0,0,0,0,0,0
0.345569972,3.332076996,3.894986047,59,29,8,3,1,0,0,0,0,0,49,33,14,3,1,0,0,0,0,0,0
0.210356813,2.737529474,2.957050306,70,21,5,4,0,0,0,0,0,0,67,22,9,2,0,0,0,0,0,0,0
0.401767572,3.548764133,4.03641974,58,25,13,4,0,0,0,0,0,0,49,33,9,8,1,0,0,0,0,0,0
1.337458294,6.400422391,7.856308791,42,21,14,14,5,0,1,1,0,0,27,24,22,11,11,1,1,0,1,0,0
1.435154817,5.138759246,6.681299799,53,19,12,11,3,0,0,0,0,1,36,22,11,20,8,1,0,2,0,0,0
1.663996359,5.443554733,6.154346646,37,29,18,13,2,1,0,0,0,0,31,26,26,11,2,3,1,0,0,0,0
3.489968748,7.132033106,10.2626933,30,26,18,9,10,4,2,1,0,0,18,20,21,15,11,7,2,3,1,0,0
2.330671166,6.188291458,8.622628892,30,36,16,10,5,1,1,0,0,1,23,19,24,10,13,4,4,3,0,0,0
1.641444728,4.530196041,5.568379388,45,28,22,4,1,0,0,0,0,0,38,26,17,13,6,0,0,0,0,0,0
1.032101525,3.720685387,4.706929295,50,36,12,2,0,0,0,0,0,0,36,40,17,7,0,0,0,0,0,0,0
0.444745582,2.54407781,3.242833276,69,29,1,1,0,0,0,0,0,0,56,29,14,1,0,0,0,0,0,0,0
0.371940484,4.358484972,5.043824081,46,35,11,4,2,2,0,0,0,0,47,20,20,7,5,1,0,0,0,0,0
0.528898806,5.160769371,5.24591535,46,32,15,5,0,0,0,0,0,0,45,26,21,3,3,0,0,0,0,0,0
1.064981408,5.843879606,6.998208753,48,21,20,5,2,0,0,0,0,0,32,28,18,14,3,1,0,0,1,0,0
1.366269663,5.789312811,7.465430964,37,39,15,4,2,1,0,0,0,0,30,24,17,18,6,2,0,1,0,0,0
2.149485797,6.798531021,8.318431376,31,30,23,5,5,4,0,0,0,0,34,24,18,6,9,3,1,2,0,1,0
3.710204212,7.813877381,10.70767648,35,27,12,8,6,6,3,1,0,0,27,24,12,9,7,8,4,5,0,0,0
1.912799425,5.513941473,7.899639362,39,28,17,14,1,0,0,0,0,1,28,25,13,14,11,7,0,1,0,1,0
1.668591132,4.9549318,6.027081226,43,36,11,7,2,0,0,0,1,0,31,32,22,8,4,2,1,0,0,0,0
1.043861825,2.601243393,4.08687182,69,23,7,1,0,0,0,0,0,0,48,32,13,6,1,0,0,0,0,0,0
0.370599131,3.056693108,4.211340783,62,31,6,0,1,0,0,0,0,0,42,38,17,3,0,0,0,0,0,0,0
0.312065418,3.507554568,4.059052245,58,32,5,3,0,0,2,0,0,0,52,30,12,4,2,0,0,0,0,0,0
0.903529841,5.366102055,5.742887056,45,27,19,5,2,0,0,0,0,0,46,28,17,7,0,0,0,0,0,0,0
1.422641835,6.481519385,8.222246151,44,28,15,6,3,1,1,0,0,0,31,28,16,14,4,2,1,0,0,1,0
1.348460742,5.911420043,6.874420185,43,33,11,6,3,0,0,0,0,0,29,34,17,14,1,2,1,0,0,0,0
2.189513767,7.617745825,8.217878606,30,26,20,16,2,3,1,0,0,0,21,30,23,12,5,5,1,0,1,0,0
3.581743321,9.872958123,10.2926177,23,27,15,11,10,3,2,3,2,0,21,23,13,16,12,6,6,1,0,0,0
3.159251106,8.950217751,10.71598835,35,19,17,14,4,5,2,0,1,0,23,21,18,7,19,4,3,2,1,0,0
1.800178531,5.534208487,6.857913962,44,27,18,5,4,0,0,0,0,0,27,30,17,15,6,5,0,0,0,0,0
1.053737901,3.906057393,5.234996986,48,37,10,4,1,0,0,0,0,0,36,32,23,5,2,2,0,0,0,0,0
0.411289426,3.340526695,4.042580629,63,26,10,0,1,0,0,0,0,0,52,24,21,2,0,0,1,0,0,0,0
0.340541096,4.36059686,4.44401991,52,29,9,6,2,0,0,2,0,0,54,22,13,6,4,1,0,0,0,0,0
0.503800607,5.12110745,4.905906888,49,31,13,3,2,0,0,0,0,0,53,27,11,6,1,0,0,0,0,0,0
1.109991859,5.605685504,6.207978586,40,32,13,11,2,0,0,0,0,0,35,27,16,11,8,3,0,0,0,0,0
1.940438302,6.003285463,7.428973107,42,29,16,8,2,0,1,0,0,0,34,29,18,9,4,2,0,1,0,0,0
1.895194035,6.49525405,6.624847749,30,25,20,16,7,2,0,0,0,0,35,19,24,12,5,3,1,1,0,0,0
3.024292844,8.648580475,9.762302312,27,24,21,9,8,4,2,1,0,1,21,19,20,16,8,7,4,2,2,0,0
1.78095,5.879406599,7.593666682,41,25,19,9,3,0,1,0,0,0,30,21,22,8,10,8,1,0,0,0,0
2.096517038,5.535532634,8.196393932,38,30,23,3,3,1,0,0,0,0,22,32,16,21,4,2,1,0,0,0,0
0.882119537,3.59764241,4.720279172,56,26,14,4,0,0,0,0,0,0,42,28,24,5,1,0,0,0,0,0,0
0.382953648,3.076798574,4.444290515,63,26,10,1,0,0,0,0,0,0,48,28,16,6,2,0,0,0,0,0,0
0.340349276,3.616843655,4.349536094,57,24,16,3,0,0,0,0,0,0,48,29,15,7,1,0,0,0,0,0,0
0.548664883,3.569060407,4.718069197,49,42,8,1,0,0,0,0,0,0,38,33,25,3,1,0,0,0,0,0,0
1.126192939,4.478992953,5.834906026,44,31,19,4,2,0,0,0,0,0,35,25,23,12,3,1,1,0,0,0,0
2.108114713,8.271382768,10.09055218,41,21,22,6,3,1,1,1,0,0,24,29,21,7,10,2,1,2,0,0,0
2.021482302,7.053749768,7.459253438,33,24,20,9,9,2,0,1,0,0,32,18,19,14,8,6,2,1,0,0,0
3.282417301,9.887398009,11.0995716,24,22,21,9,8,9,2,1,0,1,19,19,13,13,15,7,10,2,0,0,0
2.145920709,6.549710142,7.891993378,42,19,18,12,4,0,2,1,0,0,26,23,18,16,8,3,5,0,0,1,0
1.744662461,4.505661781,6.807013688,45,29,18,8,0,0,0,0,0,0,30,25,22,10,8,5,0,0,0,0,0
1.079312355,3.830756974,5.596192614,46,38,14,2,0,0,0,0,0,0,33,27,28,9,3,0,0,0,0,0,0
0.467634574,2.617011854,3.503372471,70,27,3,0,0,0,0,0,0,0,58,29,9,2,2,0,0,0,0,0,0
0.293310542,4.33513296,4.281869286,48,38,9,1,0,0,2,0,2,0,51,33,10,3,1,0,0,1,1,0,0
0.669142122,4.70263166,5.810726517,49,24,20,5,0,0,0,1,1,0,43,30,10,13,2,0,0,0,0,0,0
1.218759791,5.421795617,6.647187776,38,34,14,5,5,2,0,2,0,0,33,27,13,17,6,2,0,1,1,0,0
2.496440197,6.922735617,9.572319836,34,36,18,4,2,0,1,0,1,0,28,24,20,15,5,2,0,1,1,0,0
1.862625666,6.017768224,7.864540051,31,35,13,13,6,2,0,0,0,0,24,26,16,15,11,5,3,0,0,0,0
2.582219606,6.194941371,8.943390897,40,26,14,12,2,2,1,1,0,1,25,23,19,9,13,5,2,1,1,0,0
1.732113479,5.111724293,6.891448323,41,34,13,7,4,1,0,0,0,0,33,25,17,13,4,7,0,1,0,0,0
2.088693031,4.985971578,7.284690623,46,28,19,5,0,0,0,0,0,0,38,20,17,14,7,2,0,0,0,0,0
1.038052214,4.819698138,5.850621596,42,31,20,5,2,0,0,0,0,0,35,27,25,7,4,2,0,0,0,0,0
0.37062714,2.744941586,3.39709207,69,27,3,1,0,0,0,0,0,0,58,27,14,1,0,0,0,0,0,0,0
0.266918283,3.365981694,3.307310569,56,33,10,0,1,0,0,0,0,0,61,27,8,3,1,0,0,0,0,0,0
0.357506872,2.942102885,3.894446022,61,28,9,2,0,0,0,0,0,0,53,30,14,1,1,1,0,0,0,0,0
1.160909389,6.611876152,7.229949467,41,33,14,8,0,0,0,0,0,0,34,25,19,12,5,1,0,2,0,0,0
1.395165807,4.661707511,6.904856439,41,40,10,4,4,1,0,0,0,0,30,21,24,16,4,3,1,1,0,0,0
1.940644762,5.614841723,6.844128562,36,33,18,8,3,1,0,1,0,0,32,22,21,16,3,4,1,0,1,0,0
3.254800969,9.655722782,11.62834849,27,20,16,13,10,7,1,3,1,0,19,22,14,8,12,9,3,5,4,2,0
3.097505392,8.412587939,10.69240973,31,32,17,10,4,2,0,0,0,0,27,20,17,13,10,3,4,2,0,0,0
1.814576446,5.480394982,6.761739296,38,27,23,6,5,0,1,0,0,0,35,18,25,14,3,3,0,1,1,0,0
0.909450232,3.734829158,4.847672354,54,28,16,1,1,0,0,0,0,0,43,28,19,7,3,0,0,0,0,0,0
0.453731255,3.314086621,3.859231999,55,35,8,2,0,0,0,0,0,0,55,23,17,5,0,0,0,0,0,0,0
0.296402885,3.431486937,3.563895032,55,36,4,5,0,0,0,0,0,0,56,32,7,3,2,0,0,0,0,0,0
0.34720439,3.749670753,4.286371348,51,33,14,2,0,0,0,0,0,0,49,34,8,7,2,0,0,0,0,0,0
0.952168349,6.393821504,7.000519583,31,34,18,11,4,0,0,0,0,0,26,27,22,14,8,1,0,2,0,0,0
1.358022524,6.540561262,7.788140875,37,34,18,5,2,0,0,0,0,0,31,27,22,9,3,2,3,0,1,0,0
1.680314949,5.523114009,6.205277841,34,33,19,9,3,1,1,0,0,0,35,26,17,11,7,4,0,0,0,0,0
2.579010623,6.924809136,9.132842058,38,20,17,8,7,5,4,0,1,0,28,22,13,16,8,2,4,2,3,0,0
1.832040051,6.235205391,7.618495038,26,36,20,13,2,2,0,1,0,0,27,22,22,10,9,9,1,0,0,0,0
1.528970107,5.996745361,7.021492769,38,34,18,6,2,0,0,0,0,0,29,24,26,14,3,2,0,0,1,0,0
0.938050612,3.779354628,4.491617504,54,29,14,3,0,0,0,0,0,0,42,33,19,6,0,0,0,0,0,0,0
0.350018616,2.894995275,4.267956082,64,31,4,1,0,0,0,0,0,0,42,35,20,2,1,0,0,0,0,0,0
0.299619844,3.8421868,4.327227081,54,30,8,6,2,0,0,0,0,0,51,25,14,4,4,2,0,0,0,0,0
0.461934924,4.164147898,5.679616392,57,25,12,4,0,0,0,0,0,1,40,29,21,6,2,0,0,0,0,0,0
1.493277648,6.491232914,8.298833126,37,31,17,9,2,0,0,0,0,0,32,21,24,7,9,3,0,2,0,0,0
1.441247321,5.611293176,7.175695466,44,28,15,8,2,1,0,0,0,0,32,23,21,11,8,0,0,3,1,0,0
1.954620284,7.418903606,7.60247895,31,19,25,16,4,1,0,1,0,0,22,27,24,14,6,3,3,1,0,0,0
3.319408235,7.525245364,10.37299998,34,23,14,13,8,2,2,1,1,0,19,20,22,12,12,6,3,3,0,0,0
2.347942672,6.818625753,8.147155975,36,28,13,9,8,4,0,0,0,0,29,20,16,14,11,4,4,1,1,0,0
2.51001649,7.517374072,8.855650638,41,27,13,10,4,1,0,0,0,0,36,23,15,11,3,4,4,0,0,0,0
0.912415208,3.926766827,4.77088943,52,26,17,5,0,0,0,0,0,0,41,35,15,7,1,1,0,0,0,0,0
0.401640517,3.412320617,4.182892349,58,32,8,0,0,0,1,1,0,0,50,31,14,3,0,1,1,0,0,0,0
0.339431145,3.813457401,4.443923924,53,29,13,3,2,0,0,0,0,0,54,22,13,9,1,1,0,0,0,0,0
0.411063754,3.626371978,4.488444237,53,34,11,2,0,0,0,0,0,0,51,28,16,3,0,0,0,0,0,1,0
1.257631658,5.688046091,6.315036638,39,27,23,7,2,0,0,0,0,0,34,19,28,12,4,0,3,0,0,0,0
1.884144634,5.40018058,7.639984384,48,29,10,6,2,2,1,0,0,0,32,28,16,12,4,2,3,0,1,0,0
1.779249109,5.494433302,7.096317771,42,23,19,9,4,1,1,1,0,0,31,24,18,16,6,2,3,0,0,0,0
2.531427997,7.680848809,8.974680107,27,25,23,8,7,5,3,0,2,0,19,28,13,19,10,4,4,2,0,0,0
1.745028987,5.963291393,7.626010973,39,27,17,8,5,1,1,0,1,0,32,20,18,13,10,2,3,1,0,1,0
1.610050937,7.026874257,7.246928297,37,26,22,9,2,0,0,0,0,0,26,30,16,15,6,5,0,0,1,1,0
0.948887638,4.055363696,5.0034521,49,33,11,5,2,0,0,0,0,0,41,32,18,4,3,1,1,0,0,0,0
0.362961106,2.434102331,3.436000855,74,21,5,0,0,0,0,0,0,0,54,38,7,1,0,0,0,0,0,0,0
0.282277649,3.02534004,3.808958542,62,30,5,3,0,0,0,0,0,0,50,38,7,4,1,0,0,0,0,0,0
0.939946737,4.367549858,5.479153337,50,35,7,5,1,0,0,0,0,1,51,24,16,4,2,1,0,0,0,0,0
1.244187253,5.529643155,7.606939509,41,36,13,4,3,0,1,0,1,0,34,27,17,14,2,2,0,0,1,0,0
2.068320346,7.783731951,9.164997702,36,23,18,14,4,2,0,0,0,0,28,21,19,13,8,5,2,1,0,0,0
2.070413604,5.780755783,6.633929162,34,31,20,9,4,1,0,1,0,0,35,17,23,15,6,1,2,1,0,0,0
2.987151711,7.971093264,9.230451759,29,19,22,14,10,3,0,0,2,0,21,22,21,9,10,10,3,2,1,0,0
2.312357694,7.053370341,8.841737942,28,30,12,20,4,4,0,1,0,1,24,23,17,8,14,9,1,2,0,2,0
1.905018967,4.920958301,6.803907798,38,32,23,5,1,0,1,0,0,0,33,26,16,16,4,2,1,0,1,0,0
0.893286616,3.626064604,5.52229558,50,36,12,2,0,0,0,0,0,0,29,42,16,10,2,1,0,0,0,0,0
0.44326685,3.381292899,3.790552384,62,30,7,0,1,0,0,0,0,0,49,38,8,5,0,0,0,0,0,0,0
0.268527745,3.38221717,3.727594113,58,28,11,2,1,0,0,0,0,0,58,27,9,6,0,0,0,0,0,0,0
0.328687398,3.845618206,4.228601524,56,26,13,4,1,0,0,0,0,0,47,33,10,8,2,0,0,0,0,0,0
1.387564581,5.3193861,7.180898241,52,27,14,4,1,0,0,0,0,0,33,33,16,11,4,0,0,1,0,0,0
1.564301008,4.91485965,7.033226438,39,36,16,7,2,0,0,0,0,0,34,21,18,13,11,1,0,0,1,1,0
1.817041872,6.013793434,7.109703385,33,27,22,14,4,0,0,0,0,0,22,28,25,15,8,2,0,0,0,0,0
2.476690688,7.344684504,9.320739452,36,18,22,10,8,0,3,0,1,1,22,21,20,14,7,6,5,3,1,0,0
1.944854524,5.960347822,8.575415665,31,32,23,5,8,0,1,0,0,0,22,24,14,18,9,8,5,0,0,0,0
1.558221261,5.172030794,6.621993238,39,32,16,9,3,1,0,0,0,0,28,32,18,8,10,4,0,0,0,0,0
0.831553786,3.863691874,4.788526142,51,33,12,2,0,1,0,1,0,0,44,30,18,5,2,0,1,0,0,0,0
0.34152625,2.630703077,3.656856828,77,19,2,2,0,0,0,0,0,0,54,31,12,3,0,0,0,0,0,0,0
0.272971752,3.500213686,3.973641368,57,29,10,1,2,1,0,0,0,0,54,25,17,3,1,0,0,0,0,0,0
0.460682658,4.609866214,4.938158247,62,27,8,1,0,0,0,0,0,0,50,36,11,1,0,0,0,0,0,0,0
1.189649287,5.317648004,7.743399446,49,26,16,5,0,0,0,0,0,1,35,26,15,14,5,1,0,0,0,0,0
2.365751192,7.877067745,9.483292976,39,27,19,6,3,0,0,0,0,0,31,24,18,13,9,1,0,0,0,0,0
1.629461412,5.694373593,5.476248432,38,28,25,4,3,0,0,0,0,0,43,24,16,11,4,1,1,0,0,0,0
3.475487762,8.265820543,10.49946031,36,20,12,11,11,3,2,1,0,1,23,14,17,18,16,7,0,1,2,0,0
3.934933257,7.349401026,11.36147627,44,19,16,10,4,2,1,0,0,0,22,24,19,11,12,3,3,1,1,0,0
1.650779385,6.505438469,7.184652336,37,31,19,6,3,0,1,0,1,0,34,26,15,13,6,2,0,0,1,1,0
0.890974028,3.61007872,4.836441631,59,22,16,3,0,0,0,0,0,0,42,29,19,7,3,0,0,0,0,0,0
0.415691549,2.64887927,3.620009385,70,22,7,1,0,0,0,0,0,0,52,34,10,4,0,0,0,0,0,0,0
0.271899349,4.242611846,4.169221651,54,29,11,4,0,0,0,0,0,2,52,29,17,0,0,0,0,0,0,2,0
0.388411403,4.064125722,4.861707032,61,25,11,1,0,0,0,0,0,0,53,30,10,4,1,0,0,0,0,0,0
1.524186502,5.059635732,7.061903683,47,30,14,3,3,1,0,0,0,0,39,30,18,6,3,0,0,0,0,0,0
1.34577148,6.508702685,8.390177352,34,25,19,12,6,0,0,2,1,1,23,25,18,14,10,5,1,1,1,1,0
2.006774027,5.637447207,6.74627366,35,31,21,6,5,0,0,2,0,0,29,21,26,17,4,2,1,0,0,0,0
2.186654317,6.92880058,8.389912635,33,29,19,8,4,3,0,1,0,1,27,19,17,11,17,5,4,0,0,0,0
2.032195237,5.109293451,7.546878713,37,34,18,4,5,2,0,0,0,0,22,32,18,14,6,5,2,1,0,0,0
1.47653199,5.024382185,6.308230969,43,32,16,6,1,0,0,0,1,0,36,24,22,11,3,2,1,0,0,0,0
