feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,label
486,5,5,3,1,0,0,0,0,0,1
488,3,3,5,1,0,0,0,0,0,1
486,5,3,4,2,0,0,0,0,0,1
485,7,7,1,0,0,0,0,0,0,1
490,4,3,3,0,0,0,0,0,0,1
486,5,6,2,1,0,0,0,0,0,1
487,6,4,2,1,0,0,0,0,0,1
485,9,3,2,1,0,0,0,0,0,1
485,5,6,4,0,0,0,0,0,0,1
489,4,3,4,0,0,0,0,0,0,1
482,6,5,7,0,0,0,0,0,0,1
487,4,4,4,1,0,0,0,0,0,1
484,9,3,2,1,1,0,0,0,0,1
492,1,4,2,1,0,0,0,0,0,1
484,5,4,5,2,0,0,0,0,0,1
488,3,5,2,2,0,0,0,0,0,1
482,6,8,3,1,0,0,0,0,0,1
489,4,1,4,1,1,0,0,0,0,1
482,4,4,9,1,0,0,0,0,0,1
491,3,2,3,1,0,0,0,0,0,1
481,10,6,1,2,0,0,0,0,0,1
486,7,4,2,0,1,0,0,0,0,1
344,18,21,17,25,23,14,18,10,9,1
483,6,0,2,3,1,1,2,0,2,1
108,20,29,39,38,63,74,61,40,19,1
29,17,36,36,56,74,95,83,44,22,1
279,30,24,19,29,38,28,26,17,6,1
361,34,28,17,24,14,8,8,5,1,1
191,50,68,48,43,32,36,19,6,5,1
35,26,54,46,81,91,71,61,26,8,1
257,42,40,31,19,41,27,22,12,7,1
440,16,13,9,7,6,2,6,0,1,1
231,68,54,26,30,29,20,22,9,5,1
112,73,89,37,35,40,31,44,18,15,1
289,29,29,30,26,30,20,23,13,7,1
489,4,5,1,1,0,0,0,0,0,1
191,58,60,54,34,34,28,28,9,2,1
54,43,68,49,48,59,75,66,26,9,1
275,18,27,32,35,38,17,26,17,10,1
464,14,8,6,3,3,2,0,0,0,1
263,66,56,40,32,19,13,6,3,1,1
98,68,89,50,62,53,40,34,4,2,1
247,31,34,34,40,34,22,25,16,11,1
431,28,14,6,10,5,1,4,1,0,1
224,75,69,34,31,26,13,13,10,4,1
120,59,66,32,42,39,52,51,20,15,1
365,25,24,25,12,13,15,6,7,6,1
436,18,14,8,5,2,3,6,2,4,1
160,62,72,58,44,36,34,19,12,2,1
43,36,74,48,67,63,87,42,26,10,1
255,25,33,33,34,31,30,31,14,12,1
437,16,15,4,8,6,5,6,3,0,1
187,64,72,43,36,21,33,22,10,7,1
41,44,54,60,62,77,55,59,33,9,1
326,24,26,28,22,23,18,13,9,7,1
429,15,15,15,5,10,6,3,0,1,1
220,69,47,46,32,28,25,14,11,4,1
180,42,51,39,61,36,45,27,14,4,1
275,28,26,33,30,34,32,14,12,9,1
449,14,12,7,5,2,1,6,4,0,1
189,83,63,36,35,37,28,17,7,3,1
93,74,87,72,58,45,42,19,10,0,1
224,34,45,45,31,41,31,24,20,5,1
428,12,15,5,11,8,13,4,1,2,1
197,45,64,47,46,39,31,14,7,5,1
17,11,27,34,65,102,116,76,36,15,1
233,28,36,29,51,31,38,24,18,9,1
422,25,13,11,9,9,5,4,2,0,1
316,31,30,21,24,20,22,19,6,9,1
75,35,39,41,63,56,87,56,38,8,1
267,26,38,25,28,31,28,31,14,9,1
268,55,43,37,30,28,17,14,4,3,1
209,53,73,45,36,24,24,23,8,5,1
28,32,42,56,68,91,90,59,21,12,1
344,21,24,29,20,23,10,16,8,4,1
486,5,5,0,2,0,0,1,1,0,1
217,75,74,48,29,14,19,14,2,4,1
74,50,68,51,65,48,67,37,30,6,1
305,34,25,33,32,17,16,22,14,2,1
441,14,10,5,10,6,7,4,0,3,1
182,28,52,49,41,51,51,26,13,6,1
23,14,28,35,74,109,87,74,35,16,1
246,31,46,32,31,42,26,33,4,5,1
246,49,37,42,39,38,24,14,7,3,1
102,29,37,44,43,75,84,57,21,5,1
32,17,35,36,65,70,100,85,41,16,1
316,30,22,20,31,16,22,18,13,11,1
396,19,21,13,14,8,16,7,5,1,1
138,6,24,26,32,51,81,78,34,19,1
204,47,46,39,36,40,37,31,14,4,1
298,28,25,25,31,26,27,15,14,8,1
396,30,21,16,14,9,5,5,1,0,1
228,73,68,38,25,22,23,10,6,4,1
108,52,57,55,45,64,57,42,13,5,1
308,34,30,27,31,24,17,14,9,4,1
397,13,21,15,11,17,13,5,6,2,1
227,32,18,38,31,44,52,34,16,7,1
21,18,22,42,52,95,93,73,58,21,1
203,28,46,38,31,39,36,42,21,12,1
437,15,14,12,8,3,5,4,2,0,1
236,78,57,30,39,21,16,19,3,1,1
85,54,72,49,44,60,63,39,22,10,1
358,27,19,19,22,17,16,7,7,6,1
452,13,12,9,4,2,3,3,0,2,1
376,26,18,17,15,19,14,7,2,2,1
182,51,41,35,35,44,48,40,17,7,1
295,25,31,33,24,19,26,16,21,7,1
451,17,14,4,5,1,4,3,0,1,1
195,99,77,38,34,26,18,11,1,1,1
124,61,52,40,45,59,45,47,17,10,1
372,21,22,19,18,10,14,13,3,6,1
388,18,24,23,15,9,5,12,3,2,1
277,48,36,27,30,29,20,17,9,5,1
80,59,71,50,48,66,56,45,21,2,1
334,26,17,21,20,19,26,16,8,10,1
446,13,14,8,4,7,2,4,2,0,1
123,35,27,51,40,63,83,43,24,6,1
49,20,35,33,50,71,87,80,54,19,1
314,33,29,37,12,28,19,15,9,3,1
418,21,12,11,12,10,6,5,2,2,1
203,81,77,34,26,21,26,15,6,8,1
40,38,61,46,52,82,72,67,23,17,1
201,38,34,27,35,41,43,37,24,13,1
444,11,9,13,6,5,3,5,3,0,1
365,21,22,14,19,15,18,9,6,6,1
243,37,35,32,33,31,50,26,9,4,1
268,15,32,35,27,38,34,22,16,10,1
377,28,27,19,22,7,15,2,2,1,1
200,61,60,43,39,39,30,16,11,0,1
20,24,39,56,63,86,84,83,28,10,1
328,31,16,19,37,23,21,9,11,2,1
401,19,18,14,10,10,11,12,4,1,1
241,18,31,28,37,48,48,32,9,3,1
26,27,33,44,48,64,104,91,42,14,1
351,27,34,28,28,20,6,1,2,2,1
405,23,17,30,15,6,2,1,0,1,1
327,40,34,37,37,9,7,5,1,2,1
385,42,24,24,16,7,1,1,0,0,1
329,65,32,32,23,9,3,4,2,0,1
303,70,54,30,15,17,9,0,0,1,1
301,54,41,30,31,20,9,7,5,1,1
312,73,39,31,29,8,3,2,2,0,1
335,52,34,26,23,17,8,1,3,0,1
309,63,39,34,27,13,8,3,2,1,1
318,61,33,30,29,17,6,5,0,1,1
301,60,38,35,30,13,9,3,5,5,1
260,63,46,42,39,26,13,4,3,2,1
282,56,49,41,32,18,14,3,2,2,1
309,42,31,41,32,22,12,2,4,1,1
325,54,37,30,25,16,7,4,0,1,1
278,62,46,41,31,17,9,4,6,2,1
253,82,54,52,28,14,10,6,1,0,1
376,44,36,14,16,5,2,3,2,0,1
384,43,41,19,8,3,2,0,0,0,1
348,57,37,30,18,4,2,1,2,0,1
321,68,46,35,20,4,4,1,1,0,1
315,58,49,33,26,12,6,0,0,0,1
337,53,47,31,20,6,4,2,0,0,1
321,42,37,53,22,11,8,2,2,1,1
323,48,60,23,21,12,6,1,2,3,1
270,62,50,47,32,23,8,5,2,0,1
350,59,39,27,13,7,3,1,1,0,1
293,45,46,42,31,17,9,6,8,3,1
230,75,56,56,41,22,8,11,1,0,1
298,44,34,40,44,14,12,6,4,3,1
400,23,21,24,11,7,8,3,0,1,1
335,43,24,30,26,17,14,8,1,1,1
384,27,22,19,25,12,7,0,2,1,1
301,33,31,37,33,38,12,4,6,2,1
387,33,25,20,16,9,6,3,1,0,1
309,52,48,38,25,16,7,3,1,0,1
345,60,34,17,20,10,6,2,2,3,1
329,42,38,32,22,19,8,4,2,0,1
398,37,24,14,16,10,0,1,0,0,1
269,36,50,45,45,29,16,3,3,2,1
420,22,14,14,16,9,2,1,2,0,1
316,49,33,19,31,22,9,8,9,2,1
262,79,64,50,21,9,4,9,2,0,1
365,37,27,25,21,13,4,3,2,2,1
358,37,38,18,26,13,7,1,1,0,1
298,37,46,37,31,22,13,9,1,2,1
211,61,61,59,46,27,21,8,2,2,1
317,45,30,39,24,20,10,3,9,2,1
288,63,53,32,28,9,16,5,5,0,1
339,40,30,36,25,15,5,1,5,1,1
365,59,25,19,21,7,2,2,0,0,1
318,62,31,25,24,21,7,6,2,2,1
313,60,44,27,25,16,4,6,3,1,1
305,41,41,35,37,13,18,5,1,3,1
338,74,35,26,15,8,3,0,1,0,1
310,34,35,36,46,23,7,5,3,1,1
395,36,24,19,13,5,3,0,3,0,1
357,30,33,32,19,13,8,5,1,1,1
402,47,26,9,9,5,2,0,0,0,1
317,44,46,30,23,21,5,5,4,2,1
411,33,18,17,14,4,0,1,1,1,1
289,46,44,36,42,26,11,3,2,0,1
425,27,17,16,6,6,3,0,0,0,1
331,42,44,40,24,13,6,0,0,0,1
405,29,31,17,10,6,1,1,0,0,1
365,27,31,28,22,19,6,1,1,0,1
442,13,12,11,16,2,3,0,1,0,1
360,50,37,19,16,9,5,1,0,2,1
425,33,22,10,5,2,1,0,2,0,1
233,51,57,58,49,27,13,3,3,3,1
426,21,14,12,15,6,2,3,1,0,1
208,36,47,54,70,42,16,14,7,4,1
343,29,30,29,30,16,10,8,2,3,1
341,24,32,30,33,17,12,6,2,2,1
407,28,16,21,12,8,4,0,1,2,1
362,34,35,25,20,13,4,4,0,2,1
412,23,19,13,15,7,6,1,2,1,1
324,31,28,36,29,21,4,10,9,6,1
390,38,19,14,16,12,3,2,2,3,1
233,51,53,57,50,33,11,9,1,1,1
417,24,22,14,14,5,2,2,0,0,1
311,35,55,41,29,18,7,2,0,2,1
421,21,17,11,12,8,7,3,0,0,1
220,43,55,64,62,30,16,5,4,1,1
387,42,24,20,17,6,3,0,0,1,1
261,51,46,53,41,19,15,7,4,0,1
342,52,41,22,25,8,4,2,0,3,1
251,52,43,45,38,29,20,11,7,3,1
383,42,28,15,14,7,4,3,3,0,1
306,34,45,43,34,16,9,5,1,5,1
367,46,26,26,14,13,5,1,1,1,1
260,40,44,39,53,27,14,11,5,6,1
432,10,19,13,9,3,7,3,3,1,1
317,40,38,22,32,17,13,9,7,3,1
405,32,23,14,9,7,4,1,3,1,1
250,33,49,48,45,36,16,7,9,6,1
427,20,16,14,14,3,3,2,1,0,1
251,45,59,48,49,20,14,9,3,2,1
442,19,10,8,9,5,3,4,0,0,1
211,45,63,77,46,28,13,7,3,3,1
375,47,29,22,14,6,1,3,1,1,1
207,36,48,48,55,40,25,13,10,9,1
372,33,37,19,18,5,4,5,4,2,1
198,55,70,44,54,44,10,11,5,6,1
354,57,28,12,18,12,9,3,4,1,1
229,41,38,42,58,39,16,13,13,3,1
345,56,32,28,19,9,5,1,3,1,1
191,54,56,64,55,31,25,9,9,3,1
294,67,44,25,27,17,17,4,2,2,1
199,50,56,47,49,29,13,15,11,10,1
317,42,45,29,24,14,11,6,6,3,1
486,5,3,6,0,0,0,0,0,0,0
483,6,7,4,0,0,0,0,0,0,0
454,18,13,2,1,0,1,5,2,1,0
481,4,12,3,0,0,0,0,0,0,0
478,11,2,4,3,0,1,1,0,0,0
483,9,3,3,1,1,0,0,0,0,0
471,17,9,2,1,0,0,0,0,0,0
479,6,7,7,0,1,0,0,0,0,0
481,5,12,2,0,0,0,0,0,0,0
481,7,10,2,0,0,0,0,0,0,0
475,15,8,2,0,0,0,0,0,0,0
479,6,10,4,0,0,1,0,0,0,0
476,8,12,3,0,1,0,0,0,0,0
485,3,8,3,1,0,0,0,0,0,0
475,15,6,4,0,0,0,0,0,0,0
483,6,10,0,1,0,0,0,0,0,0
485,6,5,2,2,0,0,0,0,0,0
484,6,9,1,0,0,0,0,0,0,0
475,12,11,2,0,0,0,0,0,0,0
479,6,13,2,0,0,0,0,0,0,0
482,10,7,1,0,0,0,0,0,0,0
480,7,9,3,1,0,0,0,0,0,0
470,15,9,6,0,0,0,0,0,0,0
489,1,6,4,0,0,0,0,0,0,0
487,0,6,5,1,1,0,0,0,0,0
484,8,5,1,2,0,0,0,0,0,0
469,19,7,5,0,0,0,0,0,0,0
488,2,8,2,0,0,0,0,0,0,0
483,3,9,2,0,2,1,0,0,0,0
484,10,4,1,1,0,0,0,0,0,0
472,13,11,4,0,0,0,0,0,0,0
480,6,12,2,0,0,0,0,0,0,0
482,6,7,3,2,0,0,0,0,0,0
483,8,6,2,0,1,0,0,0,0,0
477,8,9,3,3,0,0,0,0,0,0
481,3,12,4,0,0,0,0,0,0,0
483,4,9,3,1,0,0,0,0,0,0
482,10,7,1,0,0,0,0,0,0,0
473,12,10,5,0,0,0,0,0,0,0
479,8,11,2,0,0,0,0,0,0,0
483,8,5,3,0,1,0,0,0,0,0
480,9,6,5,0,0,0,0,0,0,0
471,15,10,2,2,0,0,0,0,0,0
483,8,8,1,0,0,0,0,0,0,0
479,7,9,4,1,0,0,0,0,0,0
483,9,7,1,0,0,0,0,0,0,0
471,16,9,2,1,1,0,0,0,0,0
484,5,9,1,0,1,0,0,0,0,0
487,2,7,2,2,0,0,0,0,0,0
480,4,13,3,0,0,0,0,0,0,0
474,14,11,1,0,0,0,0,0,0,0
484,4,8,2,2,0,0,0,0,0,0
484,6,7,1,1,1,0,0,0,0,0
482,10,4,4,0,0,0,0,0,0,0
473,15,5,6,1,0,0,0,0,0,0
483,6,9,2,0,0,0,0,0,0,0
495,2,0,1,1,1,0,0,0,0,1
498,2,0,0,0,0,0,0,0,0,1
494,2,2,2,0,0,0,0,0,0,1
493,5,1,1,0,0,0,0,0,0,1
497,3,0,0,0,0,0,0,0,0,1
497,1,1,0,0,1,0,0,0,0,1
492,6,0,1,0,1,0,0,0,0,1
498,1,1,0,0,0,0,0,0,0,1
470,11,2,2,1,3,1,2,3,1,1
495,4,0,1,0,0,0,0,0,0,1
490,4,3,2,1,0,0,0,0,0,1
495,3,1,1,0,0,0,0,0,0,1
496,1,2,0,0,1,0,0,0,0,1
494,4,1,1,0,0,0,0,0,0,1
495,3,0,2,0,0,0,0,0,0,1
495,2,2,1,0,0,0,0,0,0,1
431,3,3,10,2,5,18,5,1,2,1
494,2,3,0,1,0,0,0,0,0,1
484,7,5,1,1,2,0,0,0,0,1
492,1,5,1,1,0,0,0,0,0,1
496,1,2,1,0,0,0,0,0,0,1
495,3,2,0,0,0,0,0,0,0,1
496,3,1,0,0,0,0,0,0,0,1
496,2,1,1,0,0,0,0,0,0,1
492,3,4,1,0,0,0,0,0,0,1
491,5,2,1,1,0,0,0,0,0,1
491,6,2,0,0,1,0,0,0,0,1
497,2,1,0,0,0,0,0,0,0,1
495,2,3,0,0,0,0,0,0,0,1
492,5,2,1,0,0,0,0,0,0,1
490,8,2,0,0,0,0,0,0,0,1
497,3,0,0,0,0,0,0,0,0,1
496,1,2,1,0,0,0,0,0,0,1
491,4,4,0,1,0,0,0,0,0,1
493,3,4,0,0,0,0,0,0,0,1
492,6,2,0,0,0,0,0,0,0,1
493,4,2,1,0,0,0,0,0,0,1
494,3,2,1,0,0,0,0,0,0,1
491,8,0,1,0,0,0,0,0,0,1
493,1,3,3,0,0,0,0,0,0,1
495,1,3,1,0,0,0,0,0,0,1
491,4,3,1,1,0,0,0,0,0,1
491,8,0,1,0,0,0,0,0,0,1
492,4,3,1,0,0,0,0,0,0,1
496,1,2,0,1,0,0,0,0,0,1
495,4,1,0,0,0,0,0,0,0,1
490,7,2,1,0,0,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,1
496,2,2,0,0,0,0,0,0,0,1
493,4,0,2,0,1,0,0,0,0,1
491,9,0,0,0,0,0,0,0,0,1
490,8,2,0,0,0,0,0,0,0,1
494,4,0,2,0,0,0,0,0,0,1
496,4,0,0,0,0,0,0,0,0,1
488,8,4,0,0,0,0,0,0,0,1
492,3,3,2,0,0,0,0,0,0,1
494,2,1,1,0,2,0,0,0,0,1
493,4,2,0,0,1,0,0,0,0,1
499,0,0,1,0,0,0,0,0,0,1
497,1,2,0,0,0,0,0,0,0,1
499,1,0,0,0,0,0,0,0,0,1
417,2,10,9,17,23,12,5,1,3,1
497,2,0,1,0,0,0,0,0,0,1
472,5,6,6,3,4,4,0,0,0,1
228,61,41,47,42,33,20,17,9,1,1
315,40,36,42,27,20,14,6,0,0,1
333,28,28,29,28,23,15,13,1,1,1
55,37,32,53,72,84,89,59,15,2,1
323,35,18,28,28,16,18,18,7,5,1
388,11,32,27,20,9,7,5,1,0,1
220,57,49,50,48,22,32,12,6,2,1
80,34,33,34,61,67,94,64,22,6,1
296,42,34,30,29,28,19,15,6,0,1
362,33,28,25,17,21,9,4,1,0,1
192,49,52,61,54,42,29,15,5,1,1
57,34,37,68,61,68,85,71,14,2,1
263,36,37,37,38,33,29,16,7,3,1
333,34,31,38,29,19,8,8,0,0,1
190,39,48,42,51,58,30,32,6,1,1
36,14,33,27,82,85,106,87,24,3,1
331,25,20,30,30,26,21,12,2,1,1
450,7,13,10,4,8,6,1,1,0,1
391,17,15,13,13,11,19,14,4,1,1
352,21,26,25,16,23,18,15,2,1,1
280,34,30,27,21,31,34,26,9,4,1
380,18,24,22,16,16,11,5,6,2,1
171,36,38,35,50,48,64,44,9,3,1
18,12,26,51,95,98,103,77,17,3,1
303,35,35,28,26,28,27,7,8,2,1
384,22,20,22,20,11,11,10,0,0,1
211,38,35,43,43,61,42,22,5,0,1
15,9,12,33,77,96,132,90,26,5,1
265,41,31,39,37,43,24,15,5,0,1
307,42,45,40,29,20,12,5,0,0,1
135,32,27,31,53,60,70,61,20,9,1
15,8,8,28,50,91,131,111,32,17,1
273,46,35,35,36,26,24,22,2,0,1
387,25,17,18,22,13,11,3,3,1,1
247,41,48,46,35,32,26,17,5,1,1
42,20,30,47,66,92,98,72,21,8,1
270,36,31,23,41,33,28,16,17,2,1
374,27,23,22,21,16,9,6,0,1,1
165,49,39,58,55,46,49,25,9,2,1
27,24,25,55,68,101,116,70,13,0,1
245,39,34,40,48,31,32,18,4,5,1
332,33,44,28,25,24,10,4,0,0,1
215,52,47,49,53,30,24,24,5,1,1
38,9,23,31,70,94,123,86,18,6,1
264,30,41,43,30,43,27,15,4,1,1
413,21,15,15,13,12,7,3,1,0,1
403,35,21,11,11,6,7,2,3,1,1
483,2,3,2,1,5,2,2,0,0,1
499,1,0,0,0,0,0,0,0,0,1
484,0,3,3,4,2,2,0,1,1,1
498,1,0,1,0,0,0,0,0,0,1
340,40,30,20,23,20,22,4,1,0,1
374,33,21,18,18,16,8,6,3,2,1
75,49,50,54,98,62,69,37,5,1,1
96,18,34,45,62,75,87,50,23,4,1
291,31,34,36,34,26,22,14,7,1,1
317,22,29,30,31,28,17,17,5,3,1
40,16,32,52,83,67,99,89,19,3,1
118,31,37,45,51,59,79,60,10,5,1
276,44,35,34,42,26,27,8,3,3,1
300,44,30,33,28,19,28,10,5,3,1
116,35,55,47,69,71,66,36,4,1,1
104,20,22,35,36,58,86,90,29,14,1
373,26,26,23,20,17,7,7,1,0,1
329,29,19,22,27,24,24,15,9,2,1
260,38,38,31,41,40,32,17,2,1,1
85,22,18,35,59,77,79,78,38,5,1
252,44,34,45,44,31,29,15,4,1,1
281,37,26,34,41,27,34,9,7,3,1
273,46,38,39,36,27,24,13,3,1,1
132,18,34,34,65,61,77,55,16,6,1
412,15,13,10,18,12,11,4,3,1,1
372,20,17,14,17,23,18,10,8,0,1
372,21,21,14,19,13,23,11,6,0,1
155,38,41,45,37,54,55,53,12,5,1
241,39,36,42,42,47,21,20,10,2,1
340,20,27,29,31,18,18,9,4,3,1
225,68,57,44,47,28,16,15,0,0,1
93,32,26,38,80,90,65,47,18,9,1
249,48,42,53,34,34,22,9,6,3,1
293,57,51,36,22,20,9,10,2,0,1
77,16,14,27,60,79,105,82,31,7,1
116,16,22,33,52,61,88,72,27,9,1
281,42,32,42,27,31,23,16,5,0,1
352,40,31,31,15,13,14,4,0,0,1
276,42,41,36,31,31,28,14,0,0,1
126,23,19,31,44,57,75,82,27,11,1
294,27,35,33,41,22,31,15,1,1,1
250,46,42,41,28,39,32,12,8,1,1
116,27,36,40,59,67,96,54,5,0,1
108,11,28,42,59,70,85,75,12,8,1
276,33,26,35,31,35,35,24,3,2,1
452,27,6,5,4,2,3,0,1,0,1
292,49,43,31,24,26,25,7,3,0,1
107,24,23,25,48,73,83,73,27,10,1
299,30,33,38,27,28,21,17,5,2,1
315,34,33,25,23,22,24,17,6,1,1
391,31,18,17,14,9,12,7,1,0,1
220,32,37,39,40,46,40,37,4,4,1
328,22,18,38,24,26,16,22,4,2,1
363,36,21,21,13,15,15,8,7,1,1
136,40,57,54,54,57,58,29,14,1,1
79,14,23,23,57,62,109,88,33,8,1
327,50,21,36,28,16,11,8,2,0,1
481,6,5,3,0,3,1,1,0,0,1
496,1,1,1,0,0,0,0,0,1,1
467,12,3,6,4,7,0,0,0,0,1
372,33,23,23,22,14,9,4,0,0,1
364,29,18,16,19,16,21,12,3,2,1
177,28,26,44,42,66,58,43,9,5,1
196,40,37,43,43,41,45,36,12,4,1
328,48,41,25,27,10,15,6,0,0,1
308,37,32,26,24,24,29,12,6,2,1
218,44,44,47,45,41,39,18,3,0,1
211,37,46,50,42,34,36,25,12,2,1
291,31,30,37,31,46,29,5,0,0,1
410,21,12,13,23,9,8,3,1,0,1
264,34,51,36,33,29,27,22,3,0,1
168,46,30,45,40,34,62,52,13,7,1
386,24,28,14,18,14,9,7,0,0,1
304,38,28,23,23,31,23,20,9,1,1
384,30,30,19,15,10,9,3,0,0,1
232,29,41,32,45,33,35,33,13,3,1
474,11,9,3,2,0,1,0,0,0,1
242,69,37,46,34,26,22,18,5,0,1
100,50,43,46,60,68,67,51,11,2,1
204,28,50,43,41,39,36,40,15,4,1
407,34,15,19,12,4,8,1,0,0,1
262,40,45,34,42,34,24,14,3,2,1
28,26,29,32,67,98,115,76,17,8,1
251,36,30,45,30,32,27,34,6,5,1
387,30,21,30,14,8,4,4,2,0,1
245,41,47,31,42,27,36,25,2,3,1
62,49,51,77,69,59,79,46,8,0,1
218,38,33,46,35,37,45,35,10,2,1
459,17,9,7,4,2,2,0,0,0,1
325,65,38,21,12,18,14,4,2,1,1
54,18,26,50,61,83,99,83,17,8,1
191,51,47,53,25,36,47,38,4,5,1
363,27,26,32,19,13,16,4,0,0,1
294,34,22,32,27,31,20,22,13,3,1
88,64,51,52,54,72,59,42,14,3,1
160,49,55,36,43,44,45,45,13,5,1
454,11,10,8,7,5,3,1,1,0,1
235,46,41,34,53,29,30,21,10,1,1
117,61,62,63,67,47,56,23,3,1,1
216,42,34,33,43,47,35,23,16,8,1
412,27,18,10,17,9,4,2,1,0,1
163,35,42,51,53,48,53,41,10,3,1
24,15,22,51,70,104,119,78,11,3,1
201,42,40,50,33,45,41,35,7,1,1
421,22,16,9,9,6,11,5,1,0,1
186,33,54,52,51,32,44,39,7,2,1
20,15,22,39,80,80,112,93,24,10,1
285,31,24,30,38,23,23,31,11,2,1
442,16,9,11,9,4,6,2,1,0,1
356,21,27,22,11,25,21,13,2,2,1
259,30,31,33,36,40,34,28,7,2,1
185,40,33,40,43,49,47,46,11,4,1
407,29,15,17,17,8,5,2,0,0,1
476,6,2,0,4,1,5,2,3,1,1
497,2,1,0,0,0,0,0,0,0,1
497,2,1,0,0,0,0,0,0,0,1
331,42,36,24,26,15,15,7,2,1,1
25,20,24,28,65,98,126,75,25,6,1
245,30,32,28,39,36,34,36,12,3,1
438,39,14,5,1,1,2,0,0,0,1
436,27,12,11,8,3,1,2,0,0,1
499,1,0,0,0,0,0,0,0,0,1
312,42,33,33,20,21,22,11,3,3,1
403,26,22,29,9,7,2,2,0,0,1
274,37,40,31,30,25,28,26,6,0,1
142,56,61,55,58,53,47,23,5,0,1
273,49,25,34,32,28,29,20,5,1,1
395,34,24,20,9,8,5,5,0,0,1
202,40,46,33,37,43,53,36,7,2,1
